BC	119	20
B	32	10
CK	118	17
B	112	15
B	112	14
B	58	9
B	58	10
RV	152	17
B	57	10
P	169	23
CK	108	17
P	199	23
U	180	16
V	192	23
U	192	15
P	192	24
CK	130	11
E	203	18
B	113	12
U	201	15
B	112	14
B	113	15
B	112	14
B	112	15
B	112	14
WV	210	13
B	63	12
B	59	15
B	58	9
B	59	9
P	241	21
P	199	22
B	58	11
B	54	10
P	200	21
U	199	15
BC	120	18
P	252	23
WV	196	15
P	201	22
P	200	22
BC	118	15
CK	109	16
BC	120	16
CK	139	16
C	129	17
C	42	17
C	53	17
C	95	16
CK	151	10
CK	151	11
